source,text,sentiment
news,"Stocks to buy for long term: From ITC, TCS to ICICI Bank— Rahul Ghose of Hedged.in recommends 10 shares; do you own any? - livemint.com <a href=""https://news.google.com/rss/articles/CBMi9wFBVV95cUxOdTNmWnlvaVBrR2xZREZFQll0MXpoQlI5X2dUVW1RbXNIQkV3RkFEOEZMZmlFNGZIaE1qTEE5QUtJb1BXeTYxb0lQQUNVXzVhMWdBeHVQTFpqVFZSMmVOMjZmX2d3RG1oMTFRYndFQXBOT1FVcThXVTVLN0w5czdPOGdJa0tBd01BWXl1YndDNmJGVDJsbXk0ZlV0bDVKUE1aMTcxTFpoTXlyeVZHa0ZDcUVLX3B6TDBVVWN6NzFhUzdLSjV1UlN6bVVJTGZtQXo5UDloU0F2aEtqOUNqWmhXUE1XVVZ4eUs4ZHFNSjNmR1hGS0EwQlVF0gH8AUFVX3lxTFBOS1pkRC1IQnU3cldHaXduVGpKdjFRRXVaWmxSc0VWVWtiWkE4VXVITGdJQ3VUWWJNVEZIUWpxVVZjWkV0UWFJQ1BKR1FVY01IYV9MQkNScFdXeTRna09vOUFNbnFjUE5QVmhnUDZ3c0hnRXhwbk1uempyV1F6US1oS3JFdFozVVBRVm9YUnVaRlBFSWh1cEdmT0JGNnFUZTZUUEVXa0pHT3ZPZTdsMVpxS3F1ZGpUWDlPUVRzVjQ3d3EwME5oWjg3cVhlZGZZck9pRDNGMHVaQ1VGcnI3WnlnLS1DYVZBUUotTWs0Tzlhd0tCLVR5TXVTSDYycA?oc=5"" target=""_blank"">Stocks to buy for long term: From ITC, TCS to ICICI Bank— Rahul Ghose of Hedged.in recommends 10 shares; do you own any?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">livemint.com</font>",0.7744
news,"TCS, Trent shares hit hard as Tata group loses Rs 5.5 lakh crore in market value in 2025 - MSN <a href=""https://news.google.com/rss/articles/CBMi_AFBVV95cUxOVV9sQUh6VU9rTEVyRmpjcEt1VnU2dE5xR2JMcDNDUkhKQ2ZJLWplM3dVMVNzbnhOUWlUSVpHVHFaSGpoYzBISW4zSXV0T3l5VEJHeWIyUGFZdE9feWd4Q0hMeEdZR09obDNmQ0twTndZMV9tbVlUakRWVnFUMlY3TFdkdHA5NHZkdFJlMUZVRTA5cXlzbkZvdncwMldZTk9mR0Z5Z3JIUjRxU2xIR1o0b3g5UHlZNnZmaTFPUXRxTHFZd1BXYXEtYkpLQkkxWUt0SEZDZWhGR3o2eEFHWnB0dTR2ZDJ0MFZkZ2VMUXJiZ1hrUnFBdG56OHlKcGE?oc=5"" target=""_blank"">TCS, Trent shares hit hard as Tata group loses Rs 5.5 lakh crore in market value in 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MSN</font>",0.4215
news,"Why IT Stocks Are Falling: Coforge, TCS, HCLTech Drop Up To 4% Despite Fed Rate Cut Hopes - News18 <a href=""https://news.google.com/rss/articles/CBMi1AFBVV95cUxOMGU0cnJkOUU2M005dGNHb01VNXNraXhQWm1JMEtVOE0zUEY4SHgtcnRxRTVkbktaYkpXYnJtOVlOUmhEcS1OdzRTSUpIZW5LX2p2eHZZUHRteUZFTVh3YlpqbTYwSWJreTlHM1dEM0dGbU9MeFhyc0gzQzJtUDVFNFR3ZWJlNFdqbUk2Z1RvM3d0Vmd5ZEhQdkFpcGJpa2doZGJyc21FOWl2eEJlczE2elpGMGZJT2lMQjY2YXZfRHI3b1R5bGFWRlZESUhXNnlkcEFjSdIB2gFBVV95cUxONjc1OXZuVWU4Rzh6OUFjVVRtUnVNWHgwMi12T3ViOFJHNEhyWXJBUURuQjM5RXJlZ1VIdUxYVWJJcjYtZ1RfdVVhaFNDUGZnb0pGUGNrQWRGYzZNdlZEMnRPZk5PRVJLYmFrbFliQ09Pbjd6a1NJMHlrWTNHMlBmQTJ6R08wSW05TzhUSFdQaTk0T2M3alBzUF9GaFJXTmdqV0phWV9IMVRaalc3QlJ5dkFNVVZUSWc3MW4zdm5DUXFmTW9jRFFIZktYenZSN1N5UXpRU1JhVEl6Zw?oc=5"" target=""_blank"">Why IT Stocks Are Falling: Coforge, TCS, HCLTech Drop Up To 4% Despite Fed Rate Cut Hopes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">News18</font>",0.0072
news,"TCS Share Price Live Updates: TCS achieves impressive returns in the last quarter - The Economic Times <a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxQSFI4VXBSX2hJTGx5U0Y0RkhQNTBObWtqUmpOeXNnUmw2R3I1czZCZTAzMzZtcTlzM2w2bzY1aURhNjRTZ0tQNHR2Zk1pSDFWMzcxeHVubTZydURIVk85ekVUTzhFQTUyLXNFRVc3MWRRQ015VEdvOS1GMVU1bEEwVnJZV09SbXVnUF83ZWxvSkQwdUxpbnJ6TmdCN0NZMDNtN25TbGFnSkp4bU0tZk5rMGVBZ2RCN3EwV05NSzYtLVRnbFgzalHSAcsBQVVfeXFMT1N5cVFHR1p1bmNyY1FlQ09oUjA5clVmdFpwcUl6MzJZMTg3aWVGM3hXX2tvUlJOUE1nRllLQ3AwSVpTWmdyQ2NvY1RYSmNLcEZyd1lfbzdaQTBJREQzNFE1a01sa0FTSktFN2loWEFDX0JWTkhocXpKSEZZTHZVWDJvUC1JTzZjVXpyRGxzZlo0czNWRExIVWQwR21DZ1laS0RaNHBJcVJOM2pJOFFwOW93c200VjI0S3dBbnlOSkkzVDlhTHh6WWRGMTA?oc=5"" target=""_blank"">TCS Share Price Live Updates: TCS achieves impressive returns in the last quarter</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Economic Times</font>",0.875
news,"India’s TCS gets TPG to fund half of $2B AI data center project - TechCrunch <a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxOWkJtdTNSWkdqX1JmWlNoZk1rd2d3VjNQZ3d4c0ppb1l5bG4wQzlROGJWMng5SjJlQ0lnZms4OHRlc2VfX2ttTldoVU9ZWHFhSnBwZE14YmctUEJaOXZXVzdiMlRtOGNsVWxJc0d5LTRVMkp6WWVnVjU1V0VDUzNPQTNmNTBhMjJKS0ZTaW81dnBRV1haRnVFamxhODM?oc=5"" target=""_blank"">India’s TCS gets TPG to fund half of $2B AI data center project</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TechCrunch</font>",0.0
news,"TCS Joins Airbus’ Skywise Partner Programme - Tata Consultancy Services <a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxNRlNVVWRIdFIwd0JvVTJkVGRBYkllUmdkTVBPUWNSc242blhiOEFmNGljT1FvalY4RkdXc3hWdFpmVTJ6U2Y5VTM2SGd1VXFhWG1MbXNaNV9leHpGNktzOHFGTzhJLWsydjZ4RG80U04xNEt6SkN6Rm9pcmtMdVZNcmZJNkdLLU9mS3NWODBENVVaRjJvU2JsTg?oc=5"" target=""_blank"">TCS Joins Airbus’ Skywise Partner Programme</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tata Consultancy Services</font>",0.0
news,"AI Will Be Key Driver for Margin Gains in 2026 finds TCS Future-Ready Manufacturing Study - Tata Consultancy Services <a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxPdTV5ZS12NTlWeHhpemJoRGxOdG9uV2RzVHRNaF9leGU3VGtpdi1qR2VvTGNmSEVaNVl0UDdzRlhadDZCSldxeUNJZWE4N2VfZ2RwRjdOWFh1UUlIcmJmNHRmVzM2VEpGVkZPczlyRDN3XzZVbmVCeGJkTi1ud1MxN0xnZDBQYWgzYVBpSEhrUURtQXo4OElqOWdnRjZFVzBvTnNCNTFQRmlXX0hOQk54QVhrVy1qVmwzclJudlVGSFYyNkEwLWhJc3RSMWRkbExhME5HaDZHR0ZkOVk?oc=5"" target=""_blank"">AI Will Be Key Driver for Margin Gains in 2026 finds TCS Future-Ready Manufacturing Study</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tata Consultancy Services</font>",0.5859
news,"Report by TCS and Peter Drucker Society Europe says Traditional Management Structures are Outdated - Tata Consultancy Services <a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxNcU5DYTBrZFBTTm9tdC1wdnloUFFHTWJtbTJiM2Q3dUZ5SnlVMVhqNkJDdjJCM3RsMmZ4MEtyekxtWjJxQ2JQRHBTMjl6UzZGOHI3dFAxUGR2MlNMZ0dYeUQtcVJuQUxkckxQb1pGRVVLY1U3RnN4MWliN0ktRWd2MjB3RnBnRGN0OUFhYmpGTkpUTUVUSUw2SGtoaDh0VVRkbDcwSG9NTWFId081ZHMzelF2Vm45SGotVUVkOTJ0Mzd4RXlLdWVqNjB3?oc=5"" target=""_blank"">Report by TCS and Peter Drucker Society Europe says Traditional Management Structures are Outdated</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tata Consultancy Services</font>",0.0
news,"Tata Consultancy Services Sees High-Value Trading Amid Sector-Aligned Performance - Markets Mojo <a href=""https://news.google.com/rss/articles/CBMi0AFBVV95cUxPUmJILV9iaEFrcDJIaFp1RGpfQ2tYRnE0SkRQNktCb3k0UWIwWnNCSVd2MDd3dmpXbGpGWVBXSDRWZjFTcmhLSWYxMHF0aTJkSUpCUURPMUk0QmN5eUJJRGVlZkZjLWlicEVHOEhuT2s4enhkek44dVE1TlhaM0czR1RkVFV5ODBfNHJoOFUxQUJGeHgzT2xRc3RrOWFWMVRiSjA5amFLcVpMT04ta0JldTFJN3BUcVZyNWJ1RU5ka1hLVmhIR3AybUIwRVA3VXMy?oc=5"" target=""_blank"">Tata Consultancy Services Sees High-Value Trading Amid Sector-Aligned Performance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Markets Mojo</font>",0.0
news,"TCS, Trent shares hit hard as Tata Group loses Rs 5.5 lakh crore in market value in 2025 - Business Today <a href=""https://news.google.com/rss/articles/CBMi5gFBVV95cUxQem1zaFhrODNqZTU3SDZoSEsxR214Y0dvXzB2bFIzNnRkTTZCUzF4ekhFZDlGbHV1QnZzV1hENDVGeGRZZkhYUnhEMmYxRmRfaGJrS2x4WTNnVWtWbGY4bDNLMzhTQW5OLWlSandmTHhmSzI1c09vQWw3LUp6aUtGZWJtNXI4MGs3Rlg1TjNFTmVMRWl2MXI1NzhqT0k3bTJjd1JXZ3RfZnFhUU9qczFWUUVVWHVla01QZmZEYVVoak1XZmRnOUdqSHYzRzhHMGl5V28zOXdqVlU2NEo0ZFlqRnFITnpCdw?oc=5"" target=""_blank"">TCS, Trent shares hit hard as Tata Group loses Rs 5.5 lakh crore in market value in 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Today</font>",0.4215
news,"Coforge, TCS, HCLTech, other IT stocks decline up to 4% despite Fed rate cut hopes: Here's why - Moneycontrol <a href=""https://news.google.com/rss/articles/CBMi7wFBVV95cUxQWUk0LVQ3bC05bWhETDluS1Zkd19hYmFWX0lzVS1OcW1nOUFTU2hTcy1LcnRndUllNG5Sa01qTGdKLTc3TldXQ1MzcGtHOVhPYjhIQWRISnNwczhNczRlYVRuR1JKX3RqRFFtQklLTGxTRkpCckNmN1BUbWpsTmN1M3ZzUU94NFJQdko2WE04TnBsSC1GbGk5SkZ2WUdhSEJoVDZPRTBFSVY4dWRVcjhZcl92TFNTdkhrTWVadHJCcV9Hd0RIOC1aQUZlQ2FrRm9KVE00RjNSTTJ2TGV5dEdxZjEzMVpvOGdtY1pDOUhlTdIB7wFBVV95cUxQWUk0LVQ3bC05bWhETDluS1Zkd19hYmFWX0lzVS1OcW1nOUFTU2hTcy1LcnRndUllNG5Sa01qTGdKLTc3TldXQ1MzcGtHOVhPYjhIQWRISnNwczhNczRlYVRuR1JKX3RqRFFtQklLTGxTRkpCckNmN1BUbWpsTmN1M3ZzUU94NFJQdko2WE04TnBsSC1GbGk5SkZ2WUdhSEJoVDZPRTBFSVY4dWRVcjhZcl92TFNTdkhrTWVadHJCcV9Hd0RIOC1aQUZlQ2FrRm9KVE00RjNSTTJ2TGV5dEdxZjEzMVpvOGdtY1pDOUhlTQ?oc=5"" target=""_blank"">Coforge, TCS, HCLTech, other IT stocks decline up to 4% despite Fed rate cut hopes: Here's why</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Moneycontrol</font>",0.8035
news,"Fresh wave of layoffs at TCS Pune sparks complaints - HR Katha <a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxOQ0JvMFJMOW9vVUNCMGI1dW9ieGFXQnZ6RUMyNjB0a3Q2ZEszQTRCNTdZeDdUZWNySjlaSkI2dUh1MTJ4X3FaTGNvYy1ld25lZkVrRnhwbUphbG9ETHhuT2tFYUdfTzdHMW5oM253WjdJanBYeWZpWHVTVnhKNE1md2g1ZS1mY01m?oc=5"" target=""_blank"">Fresh wave of layoffs at TCS Pune sparks complaints</a>&nbsp;&nbsp;<font color=""#6f6f6f"">HR Katha</font>",-0.1027
news,"TCS, OpenAI said to be in advanced talks to build AI infrastructure in India | Business News - Hindustan Times <a href=""https://news.google.com/rss/articles/CBMi0AFBVV95cUxNZlZzaXd5SDRVa0dXOU5JR251aUtkTG9uSExZWEw2YXFULWJVM1lrdXFpdlpfaHNZZEVDcjZwZmo0RHdRMXZ5eEhpT1JaRU1LNHlfS3ZnNHpSUWp4X3puN1BDamNUeWJ0Wm5zUlJBZm9SVWlNRFZVTXhKTzRYUTZFeUZkT3htQzAwS2hiTWVaamx1LWF0VzFpTktnQk9hRlE4emdWdDYtNzBlY0FTN3pnMHYzR3pJU2VzNXRSNmlBUGVudEY1YlhIY3g2M2pVeDhh0gHWAUFVX3lxTE9MVmQ0VFJiZ1ViZ2FMTXV4SnZHSUVwMTdNMnJ1X2xha0FfOVJzUFNieDZwaG8xVnZheGlQM2I4S3d6MjItbS16UjYtSXYwZm1pX3NJTTRBakVTb3Q0ZFRReFY5UUZtZ2lyTVRXNElLcnNsMjNBQjhXcW5DbjhQc3lxUmpZR1EyWmNhWFQ5c3pydmZVaUdvUXBtZjR0VEtlWEY4M1JscmNoUW84NDRoeXk4dmpSTnZfVE5xVnJBNDNkT2MtVktYalpzM1gwa2JjOVBKbEdUdFE?oc=5"" target=""_blank"">TCS, OpenAI said to be in advanced talks to build AI infrastructure in India | Business News</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Hindustan Times</font>",0.4588
news,"SAP Selects TCS in 5-Year Deal to Transform its IT Landscape - Tata Consultancy Services <a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxONUlZdTctR1RTV0NGM0wxZmhhVnJSS3pJTnk0QWdXeVhjNFVQcHVSR3VXZWdHNHRkaGZSUThiaUxqUFpEN24wVm5DLUN2c3h6d1pZSURFcl9vQlUtbmtjQXRKUnMxWWRndE9MTVhKcWZ2Z2YtWTBjR0hxaU9RcDVmT1JjMmhqZTU1U2ppLXZET2kybXp2d21oMEZLTnlqdXNEQnh3NXFFRXh1R0R3NldyeXlFNDQwMlpC?oc=5"" target=""_blank"">SAP Selects TCS in 5-Year Deal to Transform its IT Landscape</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tata Consultancy Services</font>",0.0
news,"OpenAI in talks with TCS to begin Stargate India chapter, expand footprint - Business Standard <a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxPZG5OSGc0SnE4UUJyYU0tMmNEU20ycVR1VE81V0xYWllZX3gxVnRBX3N6M3gtMHFZdWFZeDVHdVF5RWZILTFReEQzY1ViZUtKd2QtWFZrZzdZeFhmSVJLblZFUzhPa1k2elRwcGpZeHNSUnR2ZjhxNDdoX1BXUkg3YlNaWFhmeWlqa1NObjFGZkZsR2cyRVUwaEM2eEIzc1lGTHhzZUNkaXhCWWVnM3FhN2R1V2FkWE1vTHY1NmREeXFDd3p5QTNZQmZR0gHPAUFVX3lxTE8yMjNtdThBXzhMbGJWMVBLVTVVeHBFMllhZXk2aHBDV3ExVnc3eGprUURKaWlIdUlVbk1TbFhsRy1mMzB3LXYwQkxfaE5FRVpUWnE3Zzc1dnE4dmVIeUR6dHg0b3ZrUUV1S0ZOOE50ZThCd1NEdnUzOUtucFFIV21yM2pwbEw4eGJIUjZ6S2RRamwyVDM4WkFHOXZWUVJqTlZyZ19rMktVMUNVckY3ejZlakVvSGhZb3lUZ0dwSG53SE9uV3l1aG1kNmhhYXZicw?oc=5"" target=""_blank"">OpenAI in talks with TCS to begin Stargate India chapter, expand footprint</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Standard</font>",0.5574
news,"Market recap: Five of top-10 most-valued firms add Rs 72,285 cr in mcap; TCS, Infosys emerge as biggest g - The Times of India <a href=""https://news.google.com/rss/articles/CBMingJBVV95cUxPVEVuLTlRTVVRcktRZ2xpbmkxWWU4QVhYYUVtTXdzNUY4MXdsS2Rmc1NtXzhJV2N2d1FOdnBQZFFiQ0E3ZjBiVUJibFJSeTFnM05XZDhzWWkxYWlHZzllVTJEaFE4aF9xcFRmVGp4MGJjMW9ieFlpZDNuWFF5TllzVmczMVJ4ZG81Mnl3dGZuOHBkMUJrVjZFbmE1VVpCeVB4ZUdyRmpOQy1DVk1KZ1VDV0JWUmtaazJLX3lTU1FyRlpVOFJsd0pYYXlEUTMxQllkYlZBZ1NwUGxmMTNsODFmVXZKOWpzUGh3WldZMDBWbUdjbDZlcHRqRVFuTGVRRThLYjJFVE9GU3JhazB5T0hxV2x6eE90anpfbjMyQUZ30gGjAkFVX3lxTFBNRmNmVDRaRDBfaGZBZjBveFVaekhrNUhuRUVhVkRmV3RQdFcwVkZQdzFGb1g5LWtOaEU1c2FoWlR0cTBUdXFQX2IyZ1lYcnJpTXV5M28yeFVpU3JQMk1OUmRxN29MeUNLZWdMOUp0UHpLdDByYTJ1RnJPYVpzWjhDUVN3VHdkS3l5TFJETXozQU5GekdIRlZvRE5vdzQwZmJRVkhSeVdVMlNnOXVBLUhpYWdEZlB5VVVJYnEyc0EyVU0wazhWcHN4WEtBQ3drX04wRVZ5X252b2M4SThwU0dvUlgtd2VrZGFDbU01ckh4U19rZ0loRndzT3N5YmtyVHdUX0wxTkVILU54azlaZ3JIYjBqRUtLdF9OZVhfMlE4YllwWQ?oc=5"" target=""_blank"">Market recap: Five of top-10 most-valued firms add Rs 72,285 cr in mcap; TCS, Infosys emerge as biggest g</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Times of India</font>",0.0
news,"Gyan Prakash and Bhavyman Sharma from Army Public School, Hyderabad, Crowned National Champions of TCS InQuizitive 2025 - Tata Consultancy Services <a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxOd3pwYmNBVzVwcGNvblJuY1VnSlRoX1UzSjFDaVg2WFVLRlk1MjdJTjlvOWdfcGlyR2tKVVV0Y29VZzhSdGVYd3QzVHB1TmVHMGhramp6ZmMyUklGTmhidi1TbmxHTTA3RVA4NjIzcV9SdlJnVXVRT2VMWjcwQ0EwZ3MwSkRlcGpjYU9Rci1wbjdwUlBy?oc=5"" target=""_blank"">Gyan Prakash and Bhavyman Sharma from Army Public School, Hyderabad, Crowned National Champions of TCS InQuizitive 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tata Consultancy Services</font>",0.7783
news,"OpenAI in talks with Tata Consultancy Services for Indian Stargate data center - report - Data Center Dynamics <a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxQTnF4Si1HLUZQOTA4LWlyQlQwMW9fMG10VDlzVUJDa2Z3VUQtbFZzWENuS1pPUUZjdUZ0dnYyTTVYcHZkU2xYX1ZUYXJsY0hicFVVdzdiQk5aclBzX0hBeUk1akRpSVhEQUZ3dlFRNGpRQVZaR3lwbllCVzd2dUkwM3I1b2Y2bWpNeG5zWUpVZ1VzaDZvVTctb3NkRWNKUnNnUlNzVUlFWVFhRElLSUR2aVVzN29SSmJBNXZLcGR5STkzTDJWQS1FWA?oc=5"" target=""_blank"">OpenAI in talks with Tata Consultancy Services for Indian Stargate data center - report</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Data Center Dynamics</font>",0.2732
news,"TCS Secures $1Bn Investment from TPG to Accelerate AI Data Center Business HyperVault - Tata Consultancy Services <a href=""https://news.google.com/rss/articles/CBMi0AFBVV95cUxNY21YRTNiR1EzNE4yZmVFN05tdEZPaHJwRjFvcmNqcjd4ZEpSZmt5OTliZkVLQXNFbUZEN0QySmZ0MGlNd185Z0g5VmtyQ3lCWEw1NVRHeGcxY1JWdGw2c0MwSnZMSnJoY0ozWThDajh6WDVHVUlOZWZPRFd3WmV4YmwwQm80Rmxad1h2VHZ1NFZZTkNpbXpDTVlwMGdLd2w3Snh6WVFEbkFNNXd3ejhkMk12di1CRFZNdGJQbndKSVZld3JLSDM3WDJCMWdEc1VP?oc=5"" target=""_blank"">TCS Secures $1Bn Investment from TPG to Accelerate AI Data Center Business HyperVault</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tata Consultancy Services</font>",0.5574
news,"Parag Parikh Flexi Cap Fund increases stake in ITC and 11 other stocks, adds Indus Towers and TCS in Novem - The Economic Times <a href=""https://news.google.com/rss/articles/CBMihAJBVV95cUxOckpMVFRQWVJNSXotWEV3T1VCNENYa0VGNElnV25SZXZGN0tKV0d1a2RHeUFzcVpKMHJKMWNhcW9maTdqQTRhSXo5MTVneDF4dUI2ejlxbzBHakJiTzVsY0J1MEFPZlg4ZXBMUUxkX0hFd0xHZlRLcDBGd2JCNjF1ZXhuUmEtRVBhN0szaVpYZ2RRN0F2UXc2VWVnTXZ1QmZKZkVyTzZmOWcwVjhkX1ZEM0N6SFMzRXkyTjhVWGQxVXIwTXAxbjNNM012eUkzLVhvdXh3enYzbjhLY3QtVVZ6R2ZDUkRILU5ZbDZ6MEZPMktuQnJyTmthcnFRMmRDRVFQMy0zb9IBigJBVV95cUxOdlV6eUlZbXRtRTRjbHJ2SUZNZW9LNUJxOTAwa2d5aWUyTUNvMll5Zll3SG9HSDVGM0tYVVJxNEV2SDhTOUNycXpFdkVnWkNsT2VsRzhBRWZ6RUJ5UzE4c1NfZjRUeC14cEtaTmtmUkV3V3UwY2luWnEzZ2NCd2lRTVVsVFNwbGtKaGZ2ZUtuVVhUbk1XODdPNV9NQW13Z1REbGtacjlGNkMzd1IxNkZwMkI5UWhXUUl4TVlwUjFhZjl4eU4wM1FWdDMxV2N6VDI5VElrcEpqX3lkQjJ4bEdEODdla3dza3hveFVrT19pNzdXeGtndHV5MS1VYURfa3JmR3I5OFNhOHBJQQ?oc=5"" target=""_blank"">Parag Parikh Flexi Cap Fund increases stake in ITC and 11 other stocks, adds Indus Towers and TCS in Novem</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Economic Times</font>",0.0
news,"IT stocks rise for 2nd day despite volatile market; Coforge, TCS lead gains: Here are three reasons why - Moneycontrol <a href=""https://news.google.com/rss/articles/CBMi-AFBVV95cUxQRE9XM2NzblpqcnA3X0ZVR1NlUHdHRHJVS2lNaml2R2tDNHU4QWJnRzNoVDk5c2NZTi1jVzhtNERfN0Z2a1FJVkRZbFdHNDVsQ2ZDYUZPY05qUVpHRlBqV1BVYnE3VEJzYVdmT0Z3RkJkLVQ5MXY4Wi1abU96U0lxSTVrc3NGNDFoemExLXJTSFBOd0NKbXV6ZVhpMi05QmZxTlA1anFiZHNMYXhKRWdPTmZZQ3NYeThXZ09US1FJaTJZYldZNkVFMXZtRGlMY3N4SHZWN1F3VTZTbXVuV0NjVE11Wk9vNEp5emxDbnozdWZaSW1mU2VTSdIB_gFBVV95cUxQY0VSaDR3aDlGOURGYVBjSlUyLUQtYW1GeDdvaldhN3BOdUNQNTczQ0NKcV9hZHVTdHBidXNOYm5WMFlWT0t4MHNxZ2MzRnBkYUE2RFo0M08zNWxQd1RhWmI5SS1MTnl2R2FQY2RPSUEwWlZfSjJzaU9Hc1NOZjJWcmxiSUZ1cjJLVXRDb1lEYUIzejVFX0lJWGR2YWdPWjJRWGRjMndFT1c1TEE4R0tUa1JQdVRqcm80RjBFaThZckUzY1p6WWJKaF9ZU1BjRnpqbVJQSVAteGxxS0tPLTJWRDVwMHVMeVBNUFRNYU5mTzdFX1pwbGdiUWNnelhOUQ?oc=5"" target=""_blank"">IT stocks rise for 2nd day despite volatile market; Coforge, TCS lead gains: Here are three reasons why</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Moneycontrol</font>",0.5859
news,"7 Stocks To Buy For Long Term: Analysts recommend 6 largecap, 1 midcap scrips; BHEL, TCS on the list - Zee Business <a href=""https://news.google.com/rss/articles/CBMihwJBVV95cUxQazA5LWFuQXAxVENMWUcwbkJvUWlFcXlxUjh2SnNIbVh4UXlSMTVRZ3cxQzVqZnZfcW5WUFlKT3h6NjNWdmdkY1haZ0VHV1p0MjRGenctRjRvOXlCZWZRY1dUR3hPX1lZbTdjRmtKZUFuQkpfcmhhUFZHNDMxZVRPV256OWRMUWNCTTFkTkN2MGRMcnVpMUp6bzNiQ2syOGxYdU1JbVQzMUNDVVlZS2ZFMmZiZmhnam1mZ3p0T0M3cXlVN2NTQXVpQ0xHY2oxUkpXRW9Od19jQmdTUTFsMTdsZk1tQjh3SmpuX3ZSdXJKU2dPNTZ6Sm5GUmpPVXYyOThpa3RHakt0SQ?oc=5"" target=""_blank"">7 Stocks To Buy For Long Term: Analysts recommend 6 largecap, 1 midcap scrips; BHEL, TCS on the list</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Zee Business</font>",0.6124
news,"NHS Supply Chain Selects TCS to Transform Healthcare Delivery using AI & Cloud in a 5 Year Deal - Tata Consultancy Services <a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxQWmNWTDEtN2l0RFJGWVVDZUlROC01cW5ISG84V2UyWDh2NThrYWhrelBvMHRldlZKa2Z3VUVwVHNUUE5KWTdLMVJxYTBaVURJS0xvSkFQdjM5YngtQzN2ekdSNG1EZWcyRzJoRklUSUtsVnk2ejlZOF9GMi1ZMGt1U3U2Z3RoNHlXZ0lJVWR6clJoaDEwa0E3cGkyVEt2T0thVDlHRThTcldlQktLQ1NxYlZuOUloeUpEaDRFcFRQcXVMdUNDTWR4N2V2bw?oc=5"" target=""_blank"">NHS Supply Chain Selects TCS to Transform Healthcare Delivery using AI & Cloud in a 5 Year Deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tata Consultancy Services</font>",0.0
news,"TCS at NRF 2026: The Biggest Show in Retail - Tata Consultancy Services <a href=""https://news.google.com/rss/articles/CBMiXEFVX3lxTE4yVmNZa2dFY1RfM3RFSmE0M3U3SVM2UzM3dVN6NWpHeXhoQXB5TVQtSU1UdGpneFp4RWExdEtHOXo0NzhFUGZlVjZGXzJhaGJ0REhsaFg2S0pGbGxI?oc=5"" target=""_blank"">TCS at NRF 2026: The Biggest Show in Retail</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tata Consultancy Services</font>",0.0
news,"TCS Pune Lays Off 365 Employees In Last Few Days; Complaints Lodged With Labour Commissioner - Free Press Journal <a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxNUVZzWVNhZTA5aFJIWmk0cnBjZ1V5UUVKaW5lUlNTNkFmcTFxX3VUOERLVGlPZjMxSHI2QThJQWlSTlR3WHQzY3VfNkJEY3dQQlVEc200QzF3dHBXNWJpeUc4VzkwMk1xTV9pLU5QanlmcWdWWjltWEFaQUdCYWhuZkhIQTg4dUUyc1J2UWcya0hyY1p1SDhSaUFVLVN2M08yMDRySnU2Rm1uNF9pUms2Qi1OajUtdGl5MF9YTUF2RVpXdllDMDg4?oc=5"" target=""_blank"">TCS Pune Lays Off 365 Employees In Last Few Days; Complaints Lodged With Labour Commissioner</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Free Press Journal</font>",-0.2732
